1,0.002,0.0426,0
1,0.003,0.0426,0
1,0.004,0.0426,0
1,0.005,0.0426,0
1,0.006,0.0426,0
1,0.007,0.0426,0
1,0.008,0.0426,0
1,0.009,0.0426,0
1,0.01,0.0426,0
1,0.011,0.0426,0
1,0.012,0.0426,0
1,0.013,0.0426,0
1,0.014,0.0426,0
1,0.015,0.0426,0
1,0.016,0.0426,0
1,0.017,0.0426,0
1,0.018,0.0426,0
1,0.019,0.0426,0
1,0.02,0.0426,0
1,0.021,0.0426,0
1,0.022,0.0426,0
1,0.023,0.0426,0
1,0.024,0.0426,0
1,0.025,0.0426,0
1,0.026,0.0426,0
1,0.027,0.0426,0
1,0.028,0.0426,0
1,0.029,0.0426,0
1,0.03,0.0426,0
1,0.031,0.0426,0
1,0.032,0.0426,0
1,0.033,0.0426,0
1,0.034,0.0426,0
1,0.035,0.0426,0
1,0.036,0.0426,0
1,0.037,0.0426,0
1,0.038,0.0426,0
1,0.039,0.0426,0
1,0.04,0.0426,0
1,0.041,0.0426,0
1,0.042,0.0426,0
1,0.043,0.0426,0
1,0.044,0.0426,0
1,0.045,0.0426,0
1,0.046,0.0426,0
1,0.047,0.0426,0
1,0.048,0.0426,0
1,0.049,0.0426,0
1,0.05,0.0426,0
1,0.0509,0.0426,0
1,0.0519,0.0426,0
1,0.0529,0.0426,0
1,0.0539,0.0426,0
1,0.0549,0.0426,0
1,0.0559,0.0426,0
1,0.0569,0.0426,0
1,0.0579,0.0426,0
1,0.0589,0.0426,0
1,0.0599,0.0426,0
1,0.0609,0.0426,0
1,0.0619,0.0426,0
1,0.0629,0.0426,0
1,0.0639,0.0426,0
1,0.0649,0.0426,0
1,0.0659,0.0426,0
1,0.0669,0.0426,0
1,0.0679,0.0426,0
1,0.0689,0.0426,0
1,0.0699,0.0426,0
1,0.0709,0.0426,0
1,0.0719,0.0426,0
1,0.0729,0.0426,0
1,0.0739,0.0426,0
1,0.0749,0.0426,0
1,0.0759,0.0426,0
1,0.0769,0.0426,0
1,0.0779,0.0426,0
1,0.0789,0.0426,0
1,0.0799,0.0426,0
1,0.0809,0.0426,0
1,0.0819,0.0426,0
1,0.0829,0.0426,0
1,0.0839,0.0426,0
1,0.0849,0.0426,0
1,0.0859,0.0426,0
1,0.0869,0.0426,0
1,0.0879,0.0426,0
1,0.0889,0.0426,0
1,0.0899,0.0426,0
1,0.0909,0.0426,0
1,0.0919,0.0426,0
1,0.0929,0.0426,0
1,0.0939,0.0426,0
1,0.0949,0.0426,0
1,0.0959,0.0426,0
